"","Module","Policy","ISO","year","Value","Policytype","Policytype_detail","diff","diff_2","introduction","diff_adj","diff_2_adj","source","Policy_name","Broad_category","Policytype_detail_new","Market_non_market","label","High_income"
"678","Transport","Fossil Fuel Subsidies Transport","RUS",2015,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"679","Transport","Fossil Fuel Subsidies Transport","IND",2015,10,"MBI","Carbon Pricing",3,7,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"680","Transport","Fossil Fuel Subsidies Transport","COL",2015,6,"MBI","Carbon Pricing",3,1,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"681","Transport","Fossil Fuel Subsidies Transport","MEX",2015,5,"MBI","Carbon Pricing",2,4,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"682","Transport","Investment in Rail Infrastructure","CZE",2015,10,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","slow_increase",1
"683","Transport","Investment in Rail Infrastructure","POL",2015,3,"NMBI","Other NMBI",2,1,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"684","Transport","Investment in Rail Infrastructure","GRC",2015,4,"NMBI","Other NMBI",3,3,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"685","Transport","Taxation","DNK",2015,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",1
"686","Buildings","Bans and Phaseouts Fossil Fuels Heating","FIN",2016,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of fossil heatings","Ban","Technology Standards","Non-market","jump",1
"687","Buildings","BuildingEnergyCodes","NOR",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Building energy code","Building code","Performance Standards","Non-market","jump",1
"688","Buildings","Carbon Tax Buildings","FRA",2016,6,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",1
"689","Buildings","ETS Buildings","USA",2016,7,"MBI","Carbon Pricing",7,7,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"690","Buildings","ETS Buildings","USA",2016,7,"MBI","Carbon Pricing",0,7,1,0,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"691","Buildings","ETS Buildings","USA",2016,7,"MBI","Carbon Pricing",0,7,1,0,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"692","Buildings","ETS Buildings","CAN",2016,8,"MBI","Carbon Pricing",8,8,1,1,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"693","Buildings","ETS Buildings","USA",2016,7,"MBI","Carbon Pricing",7,7,1,1,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"694","Buildings","ETS Buildings","CAN",2016,8,"MBI","Carbon Pricing",0,8,1,0,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"695","Buildings","ETS Buildings","CAN",2016,8,"MBI","Carbon Pricing",8,8,1,1,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"696","Buildings","ETS Buildings","NZL",2016,9,"MBI","Carbon Pricing",9,9,1,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"697","Buildings","ETS Buildings","NZL",2016,9,"MBI","Carbon Pricing",0,9,1,0,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"698","Buildings","ETS Buildings","CAN",2016,8,"MBI","Carbon Pricing",0,8,1,0,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"699","Buildings","ETS Buildings","NZL",2016,9,"MBI","Carbon Pricing",0,9,1,0,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"700","Buildings","ETS Buildings","NZL",2016,9,"MBI","Carbon Pricing",9,9,1,1,0,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"701","Buildings","Financial support","ITA",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"702","Buildings","Financial support","SWE",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"703","Buildings","Financing Mechanism Buildings","CHL",2016,10,"MBI","Subsidy",5,10,0,1,0,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"704","Buildings","Financing Mechanism Buildings","NLD",2016,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",1
"705","Buildings","Financing Mechanism Buildings","BRA",2016,8,"MBI","Subsidy",3,3,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"706","Buildings","Financing Mechanism Buildings","IND",2016,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"707","Buildings","Labels Appliances","CAN",2016,8,"NMBI","Information",3,3,0,1,1,"OECD","Label","Label","Information","Non-market","jump",1
"708","Buildings","Labels Appliances","IDN",2016,8,"NMBI","Information",3,3,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"709","Buildings","Labels Appliances","SAU",2016,10,"NMBI","Information",2,2,0,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"710","Buildings","Labels Appliances","COL",2016,8,"NMBI","Information",8,8,1,1,1,"OECD","Label","Label","Information","Non-market","jump",0
"711","Buildings","MEPS of appliances","IDN",2016,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"712","Buildings","MEPS of appliances","ZAF",2016,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"713","Buildings","MEPS of appliances","RUS",2016,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"714","Buildings","MEPS of appliances","SAU",2016,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"715","Buildings","MEPS of appliances","CHN",2016,10,"NMBI","Performance Standards",2,2,0,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"716","Buildings","Subsidy","NZL",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"717","Electricity","AirEmissionStandards","PRT",2016,8,"NMBI","Performance Standards",3,3,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"718","Electricity","AirEmissionStandards","IND",2016,8,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",0
"719","Electricity","AirEmissionStandards","USA",2016,9,"NMBI","Performance Standards",4,4,0,1,1,"OECD","Air pollution standard","Air pollution standard","Performance Standards","Non-market","jump",1
"720","Electricity","Auction","MEX",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"721","Electricity","Auction","DNK",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"722","Electricity","Auction","CAN",2016,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"723","Electricity","Auction","GRC",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",1
"724","Electricity","Auction","ARG",2016,5,"MBI","Subsidy",5,5,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"725","Electricity","Auction","CHN",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"726","Electricity","Auction","PER",2016,3,"MBI","Subsidy",3,3,1,1,1,"OECD","Renewable auction","Renewable subsidy","Subsidy","Market","jump",0
"727","Electricity","BanPhaseOutCoal","FRA",2016,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"728","Electricity","BanPhaseOutCoal","FIN",2016,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"729","Electricity","BanPhaseOutCoal","CAN",2016,1,"NMBI","Technology Standards",1,1,1,0,0,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"730","Electricity","BanPhaseOutCoal","AUT",2016,2,"NMBI","Technology Standards",2,2,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"731","Electricity","BanPhaseOutCoal","BEL",2016,4,"NMBI","Technology Standards",4,4,1,1,1,"OECD","Ban & phase out of coal plants","Ban","Technology Standards","Non-market","jump",1
"732","Electricity","ETS Electricity","NZL",2016,8,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"733","Electricity","Fossil Fuel Subsidies Electricity","IRL",2016,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"734","Electricity","Fossil Fuel Subsidies Electricity","HUN",2016,7,"MBI","Carbon Pricing",2,0,0,1,0,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"735","Electricity","Fossil Fuel Subsidies Electricity","NLD",2016,6,"MBI","Carbon Pricing",6,6,1,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"736","Electricity","PlanningRenewablesExpansion","CHN",2016,2,"NMBI","Other regulatory instruments",2,2,1,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"737","Electricity","PlanningRenewablesExpansion","GRC",2016,7,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"738","Electricity","PlanningRenewablesExpansion","SWE",2016,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"739","Electricity","PlanningRenewablesExpansion","CHL",2016,9,"NMBI","Other regulatory instruments",3,5,0,1,0,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"740","Electricity","PlanningRenewablesExpansion","FIN",2016,6,"NMBI","Other regulatory instruments",2,2,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"741","Electricity","PlanningRenewablesExpansion","NOR",2016,9,"NMBI","Other regulatory instruments",3,4,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"742","Electricity","PlanningRenewablesExpansion","MEX",2016,4,"NMBI","Other regulatory instruments",2,4,0,1,0,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",0
"743","Electricity","PlanningRenewablesExpansion","NZL",2016,6,"NMBI","Other regulatory instruments",4,4,0,1,1,"OECD","Renewable expansion planning","Planning","Other regulatory instruments","Non-market","jump",1
"744","Electricity","Renewable energy certificates","NOR",2016,8,"MBI","Subsidy",1,2,0,0,1,"OECD","Renewable portfolio standard","Renewable portfolio standard","Subsidy","Non-market","slow_increase",1
"745","Industry","EnergyEfficiencyMandates","ITA",2016,4,"NMBI","Other regulatory instruments",2,4,0,1,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"746","Industry","EnergyEfficiencyMandates","ARG",2016,1,"NMBI","Other regulatory instruments",1,1,1,0,0,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",0
"747","Industry","EnergyEfficiencyMandates","CAN",2016,6,"NMBI","Other regulatory instruments",5,5,0,1,1,"OECD","Energy efficiency mandate","Energy efficiency mandate","Other regulatory instruments","Non-market","jump",1
"748","Industry","ETS Industry","NZL",2016,8,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Emissions trading scheme","Taxation","Carbon Pricing","Market","jump",1
"749","Industry","Financing Mechanism Industry","IND",2016,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"750","Industry","Financing Mechanism Industry","CHL",2016,10,"MBI","Subsidy",5,5,0,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
"751","Industry","Fossil Fuel Subsidies Industry","KOR",2016,4,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"752","Industry","Fossil Fuel Subsidies Industry","CHN",2016,8,"MBI","Carbon Pricing",3,4,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"753","Industry","MEPS electric motors","COL",2016,7,"NMBI","Performance Standards",7,7,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"754","Transport","Carbon Tax Transport","FRA",2016,6,"MBI","Carbon Pricing",1,2,0,0,1,"OECD","Carbon tax","Driving taxation","Carbon Pricing","Market","jump",1
"755","Transport","Congestion Charges","SWE",2016,6,"MBI","Other MBI",2,1,0,1,0,"OECD","Congestion charge","Driving taxation","Other MBI","Market","jump",1
"756","Transport","Financial support","DEU",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"757","Transport","Financial support","MEX",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"758","Transport","Financial support","KOR",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"759","Transport","Financial support","IND",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"760","Transport","Financial support","PRT",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"761","Transport","Financial support","TUR",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",0
"762","Transport","Financial support","NLD",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"763","Transport","Financial support","NZL",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"764","Transport","Fossil Fuel Subsidies Transport","IDN",2016,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"765","Transport","Fossil Fuel Subsidies Transport","NZL",2016,10,"MBI","Carbon Pricing",10,10,1,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",1
"766","Transport","Fossil Fuel Subsidies Transport","CHN",2016,5,"MBI","Carbon Pricing",2,3,0,1,1,"OECD","Fuel subsidy reform","Fuel subsidy reform","Carbon Pricing","Market","jump",0
"767","Transport","Investment in Rail Infrastructure","ITA",2016,9,"NMBI","Other NMBI",2,0,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"768","Transport","Investment in Rail Infrastructure","BGR",2016,9,"NMBI","Other NMBI",4,5,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",1
"769","Transport","Investment in Rail Infrastructure","TUR",2016,4,"NMBI","Other NMBI",2,0,0,1,0,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",0
"770","Transport","Investment in Rail Infrastructure","MEX",2016,6,"NMBI","Other NMBI",2,3,0,1,1,"OECD","Public expenditure for rail","Public rail investment","Other NMBI","Non-market","jump",0
"771","Transport","MEPS Transport","SAU",2016,5,"NMBI","Performance Standards",5,5,1,1,1,"OECD","Minimum energy performance standard","Minimum energy performance standard","Performance Standards","Non-market","jump",0
"772","Transport","Taxation","TUR",2016,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Vehicle tax","Vehicle taxation","","Market","jump",0
"773","Buildings","Carbon Tax Buildings","COL",2017,3,"MBI","Carbon Pricing",3,3,1,1,1,"OECD","Carbon tax","Taxation","Carbon Pricing","Market","jump",0
"774","Buildings","Excise Taxes Buildings","BGR",2017,3,"MBI","Carbon Pricing",2,2,0,1,1,"OECD","Fuel excise tax","Taxation","Carbon Pricing","Market","jump",1
"775","Buildings","Financial support","ESP",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"776","Buildings","Financial support","NOR",2017,NA,NA,NA,NA,NA,NA,NA,NA,"add-on","Subsidy","Green subsidy","","Market","jump",1
"777","Buildings","Financing Mechanism Buildings","IDN",2017,8,"MBI","Subsidy",8,8,1,1,1,"OECD","Financing mechanism","Green subsidy","Subsidy","Market","jump",0
